Store,Date,Weekly_Sales,Month,Year
10,2011-08-19,1954849.68,August,2011
10,2011-08-26,1728399.07,August,2011
10,2011-09-02,1758587.35,September,2011
10,2011-09-09,1670579.82,September,2011
10,2011-09-16,1650894.3,September,2011
10,2011-09-23,1685910.53,September,2011
10,2011-09-30,1627707.31,September,2011
10,2011-10-07,1788227.6,October,2011
10,2011-10-14,1704753.02,October,2011
10,2011-10-21,1745928.56,October,2011
10,2011-10-28,1771792.97,October,2011
10,2011-11-04,1904438.59,November,2011
10,2011-11-11,2076570.84,November,2011
10,2011-11-18,1869087.85,November,2011
10,2011-11-25,2950198.64,November,2011
10,2011-12-02,2068097.18,December,2011
10,2011-12-09,2429310.9,December,2011
10,2011-12-16,2555031.18,December,2011
10,2011-12-23,3487986.89,December,2011
10,2011-12-30,1930690.37,December,2011
10,2012-01-06,1683401.78,January,2012
10,2012-01-13,1711562.73,January,2012
10,2012-01-20,1675562.94,January,2012
10,2012-01-27,1632406.0,January,2012
10,2012-02-03,1867403.01,February,2012
10,2012-02-10,2218595.8,February,2012
10,2012-02-17,2168709.76,February,2012
10,2012-02-24,2039415.74,February,2012
10,2012-03-02,1990371.02,March,2012
10,2012-03-09,1917483.1,March,2012
10,2012-03-16,1930814.66,March,2012
10,2012-03-23,1837457.69,March,2012
10,2012-03-30,1815760.42,March,2012
10,2012-04-06,2163384.17,April,2012
10,2012-04-13,1974687.51,April,2012
10,2012-04-20,1777166.53,April,2012
10,2012-04-27,1712987.56,April,2012
10,2012-05-04,1821364.42,May,2012
10,2012-05-11,1792345.3,May,2012
10,2012-05-18,1795152.73,May,2012
10,2012-05-25,1830939.1,May,2012
10,2012-06-01,1767471.48,June,2012
10,2012-06-08,1840491.41,June,2012
10,2012-06-15,1811562.88,June,2012
10,2012-06-22,1755334.18,June,2012
10,2012-06-29,1707481.9,June,2012
10,2012-07-06,1805999.79,July,2012
10,2012-07-13,1765571.91,July,2012
10,2012-07-20,1869967.03,July,2012
10,2012-07-27,1817603.66,July,2012
10,2012-08-03,1939440.09,August,2012
10,2012-08-10,1880436.94,August,2012
10,2012-08-17,1827797.4,August,2012
10,2012-08-24,1764984.15,August,2012
10,2012-08-31,1650285.54,August,2012
10,2012-09-07,1708283.28,September,2012
10,2012-09-14,1640168.99,September,2012
10,2012-09-21,1671857.57,September,2012
10,2012-09-28,1694862.41,September,2012
10,2012-10-05,1758971.38,October,2012
10,2012-10-12,1713889.11,October,2012
10,2012-10-19,1734834.82,October,2012
10,2012-10-26,1744349.05,October,2012
11,2010-02-05,1528008.64,February,2010
11,2010-02-12,1574684.08,February,2010
11,2010-02-19,1503298.7,February,2010
11,2010-02-26,1336404.65,February,2010
11,2010-03-05,1426622.65,March,2010
11,2010-03-12,1331883.16,March,2010
11,2010-03-19,1364207.0,March,2010
11,2010-03-26,1245624.27,March,2010
11,2010-04-02,1446210.26,April,2010
11,2010-04-09,1470308.32,April,2010
11,2010-04-16,1323243.35,April,2010
11,2010-04-23,1283766.55,April,2010
11,2010-04-30,1239766.89,April,2010
11,2010-05-07,1312329.78,May,2010
11,2010-05-14,1266796.13,May,2010
11,2010-05-21,1271646.62,May,2010
11,2010-05-28,1264272.52,May,2010
11,2010-06-04,1396322.19,June,2010
11,2010-06-11,1339570.85,June,2010
11,2010-06-18,1336522.92,June,2010
11,2010-06-25,1262025.08,June,2010
11,2010-07-02,1302600.14,July,2010
11,2010-07-09,1280156.47,July,2010
11,2010-07-16,1290609.54,July,2010
11,2010-07-23,1244390.03,July,2010
11,2010-07-30,1250178.89,July,2010
11,2010-08-06,1369634.92,August,2010
11,2010-08-13,1384339.1,August,2010
11,2010-08-20,1430192.37,August,2010
11,2010-08-27,1311263.07,August,2010
11,2010-09-03,1303914.27,September,2010
11,2010-09-10,1231428.46,September,2010
11,2010-09-17,1215676.31,September,2010
11,2010-09-24,1170103.25,September,2010
11,2010-10-01,1182490.46,October,2010
11,2010-10-08,1293472.8,October,2010
11,2010-10-15,1175003.67,October,2010
11,2010-10-22,1169831.38,October,2010
11,2010-10-29,1195036.0,October,2010
11,2010-11-05,1332759.13,November,2010
11,2010-11-12,1281675.6,November,2010
11,2010-11-19,1292346.57,November,2010
11,2010-11-26,1757242.51,November,2010
11,2010-12-03,1380522.64,December,2010
11,2010-12-10,1564516.43,December,2010
11,2010-12-17,1843971.15,December,2010
11,2010-12-24,2306265.36,December,2010
11,2010-12-31,1172003.1,December,2010
11,2011-01-07,1178905.44,January,2011
11,2011-01-14,1194449.78,January,2011
11,2011-01-21,1187776.19,January,2011
11,2011-01-28,1100418.69,January,2011
11,2011-02-04,1422546.05,February,2011
11,2011-02-11,1419236.9,February,2011
11,2011-02-18,1554747.15,February,2011
11,2011-02-25,1323999.36,February,2011
11,2011-03-04,1399456.99,March,2011
11,2011-03-11,1314557.31,March,2011
11,2011-03-18,1391813.69,March,2011
11,2011-03-25,1229777.24,March,2011
11,2011-04-01,1258674.12,April,2011
11,2011-04-08,1327401.06,April,2011
11,2011-04-15,1312905.8,April,2011
11,2011-04-22,1388118.53,April,2011
11,2011-04-29,1357589.89,April,2011
11,2011-05-06,1331453.41,May,2011
11,2011-05-13,1277959.42,May,2011
11,2011-05-20,1239466.97,May,2011
11,2011-05-27,1216876.52,May,2011
11,2011-06-03,1343637.0,June,2011
11,2011-06-10,1314626.75,June,2011
11,2011-06-17,1337506.74,June,2011
11,2011-06-24,1254587.84,June,2011
11,2011-07-01,1297472.06,July,2011
11,2011-07-08,1334627.96,July,2011
11,2011-07-15,1266546.73,July,2011
11,2011-07-22,1290576.44,July,2011
11,2011-07-29,1212938.67,July,2011
11,2011-08-05,1403198.94,August,2011
11,2011-08-12,1354188.43,August,2011
11,2011-08-19,1484169.74,August,2011
11,2011-08-26,1304706.75,August,2011
11,2011-09-02,1297792.41,September,2011
11,2011-09-09,1249439.95,September,2011
11,2011-09-16,1270816.01,September,2011
11,2011-09-23,1235775.15,September,2011
11,2011-09-30,1190515.83,September,2011
11,2011-10-07,1346271.06,October,2011
11,2011-10-14,1286388.96,October,2011
11,2011-10-21,1325107.53,October,2011
11,2011-10-28,1310684.1,October,2011
11,2011-11-04,1458287.38,November,2011
11,2011-11-11,1366053.69,November,2011
11,2011-11-18,1315091.63,November,2011
11,2011-11-25,1848953.48,November,2011
11,2011-12-02,1399322.44,December,2011
11,2011-12-09,1646655.94,December,2011
11,2011-12-16,1783910.06,December,2011
11,2011-12-23,2213518.5,December,2011
11,2011-12-30,1352084.21,December,2011
11,2012-01-06,1283885.55,January,2012
11,2012-01-13,1264736.59,January,2012
11,2012-01-20,1207303.29,January,2012
11,2012-01-27,1162675.85,January,2012
11,2012-02-03,1376732.18,February,2012
11,2012-02-10,1574287.76,February,2012
11,2012-02-17,1569607.94,February,2012
11,2012-02-24,1379473.03,February,2012
11,2012-03-02,1438383.44,March,2012
11,2012-03-09,1413382.76,March,2012
11,2012-03-16,1441884.28,March,2012
11,2012-03-23,1300593.61,March,2012
11,2012-03-30,1300104.03,March,2012
11,2012-04-06,1596325.01,April,2012
11,2012-04-13,1472752.01,April,2012
11,2012-04-20,1315356.99,April,2012
11,2012-04-27,1236238.29,April,2012
11,2012-05-04,1370251.22,May,2012
11,2012-05-11,1300147.07,May,2012
11,2012-05-18,1352442.31,May,2012
11,2012-05-25,1297335.87,May,2012
11,2012-06-01,1361595.33,June,2012
11,2012-06-08,1414343.53,June,2012
11,2012-06-15,1417875.42,June,2012
11,2012-06-22,1355680.3,June,2012
11,2012-06-29,1297028.6,June,2012
11,2012-07-06,1461129.94,July,2012
11,2012-07-13,1320239.51,July,2012
11,2012-07-20,1344483.81,July,2012
11,2012-07-27,1272395.02,July,2012
11,2012-08-03,1399341.07,August,2012
11,2012-08-10,1388973.65,August,2012
11,2012-08-17,1421307.2,August,2012
11,2012-08-24,1409515.73,August,2012
11,2012-08-31,1372872.35,August,2012
11,2012-09-07,1304584.4,September,2012
11,2012-09-14,1267675.05,September,2012
11,2012-09-21,1326132.98,September,2012
11,2012-09-28,1227430.73,September,2012
11,2012-10-05,1422794.26,October,2012
11,2012-10-12,1311965.09,October,2012
11,2012-10-19,1232073.18,October,2012
11,2012-10-26,1200729.45,October,2012
12,2010-02-05,1100046.37,February,2010
12,2010-02-12,1117863.33,February,2010
12,2010-02-19,1095421.65,February,2010
12,2010-02-26,1048617.17,February,2010
12,2010-03-05,1077018.27,March,2010
12,2010-03-12,985594.23,March,2010
12,2010-03-19,972088.34,March,2010
12,2010-03-26,981615.81,March,2010
12,2010-04-02,1011822.3,April,2010
12,2010-04-09,1041238.87,April,2010
12,2010-04-16,957997.52,April,2010
12,2010-04-23,993833.44,April,2010
12,2010-04-30,954220.22,April,2010
12,2010-05-07,1043240.27,May,2010
12,2010-05-14,966054.97,May,2010
12,2010-05-21,958374.56,May,2010
12,2010-05-28,955451.16,May,2010
12,2010-06-04,1049357.36,June,2010
12,2010-06-11,1016039.71,June,2010
12,2010-06-18,956211.2,June,2010
12,2010-06-25,958007.69,June,2010
12,2010-07-02,951957.31,July,2010
12,2010-07-09,943506.28,July,2010
12,2010-07-16,916402.76,July,2010
12,2010-07-23,912403.67,July,2010
12,2010-07-30,913548.25,July,2010
12,2010-08-06,967576.95,August,2010
12,2010-08-13,928264.4,August,2010
12,2010-08-20,948447.34,August,2010
12,2010-08-27,1004516.46,August,2010
12,2010-09-03,1075758.55,September,2010
12,2010-09-10,903119.03,September,2010
12,2010-09-17,852882.61,September,2010
12,2010-09-24,851919.34,September,2010
12,2010-10-01,850936.26,October,2010
12,2010-10-08,918335.68,October,2010
12,2010-10-15,862419.84,October,2010
12,2010-10-22,857883.46,October,2010
12,2010-10-29,955294.7,October,2010
12,2010-11-05,929690.71,November,2010
12,2010-11-12,942475.24,November,2010
12,2010-11-19,894493.7,November,2010
12,2010-11-26,1601377.41,November,2010
12,2010-12-03,1069533.17,December,2010
12,2010-12-10,1121934.15,December,2010
12,2010-12-17,1295605.35,December,2010
12,2010-12-24,1768249.89,December,2010
12,2010-12-31,891736.91,December,2010
12,2011-01-07,910110.24,January,2011
12,2011-01-14,812011.8,January,2011
12,2011-01-21,802105.5,January,2011
12,2011-01-28,873119.06,January,2011
12,2011-02-04,1046068.17,February,2011
12,2011-02-11,1086421.57,February,2011
12,2011-02-18,1128485.1,February,2011
12,2011-02-25,1046203.72,February,2011
12,2011-03-04,1085248.21,March,2011
12,2011-03-11,997672.62,March,2011
12,2011-03-18,1009502.01,March,2011
12,2011-03-25,954107.32,March,2011
12,2011-04-01,1005463.49,April,2011
12,2011-04-08,998362.05,April,2011
12,2011-04-15,990951.77,April,2011
12,2011-04-22,1016019.47,April,2011
12,2011-04-29,994966.1,April,2011
12,2011-05-06,1021154.48,May,2011
12,2011-05-13,977033.5,May,2011
12,2011-05-20,924134.99,May,2011
12,2011-05-27,964332.51,May,2011
12,2011-06-03,970328.68,June,2011
12,2011-06-10,996937.95,June,2011
12,2011-06-17,986504.93,June,2011
12,2011-06-24,997282.75,June,2011
12,2011-07-01,961993.34,July,2011
12,2011-07-08,943717.38,July,2011
12,2011-07-15,936001.98,July,2011
12,2011-07-22,922231.92,July,2011
12,2011-07-29,890547.07,July,2011
12,2011-08-05,988712.52,August,2011
12,2011-08-12,955913.68,August,2011
12,2011-08-19,966817.24,August,2011
12,2011-08-26,1017593.47,August,2011
12,2011-09-02,1052051.45,September,2011
12,2011-09-09,922850.57,September,2011
12,2011-09-16,889290.23,September,2011
12,2011-09-23,871692.74,September,2011
12,2011-09-30,866401.45,September,2011
12,2011-10-07,951244.66,October,2011
12,2011-10-14,927600.01,October,2011
12,2011-10-21,938604.58,October,2011
12,2011-10-28,990926.38,October,2011
12,2011-11-04,1051944.79,November,2011
12,2011-11-11,1095091.53,November,2011
12,2011-11-18,970641.34,November,2011
12,2011-11-25,1591920.42,November,2011
12,2011-12-02,1071383.1,December,2011
12,2011-12-09,1189646.45,December,2011
12,2011-12-16,1293404.18,December,2011
12,2011-12-23,1617612.03,December,2011
12,2011-12-30,1111638.07,December,2011
12,2012-01-06,945823.65,January,2012
12,2012-01-13,865467.86,January,2012
12,2012-01-20,855922.64,January,2012
12,2012-01-27,888203.69,January,2012
12,2012-02-03,1058767.95,February,2012
12,2012-02-10,1199330.85,February,2012
12,2012-02-17,1240048.85,February,2012
12,2012-02-24,1112034.72,February,2012
12,2012-03-02,1147636.96,March,2012
12,2012-03-09,1113208.57,March,2012
12,2012-03-16,1088498.52,March,2012
12,2012-03-23,1045419.87,March,2012
12,2012-03-30,1025382.22,March,2012
12,2012-04-06,1128765.71,April,2012
12,2012-04-13,1083811.19,April,2012
12,2012-04-20,1006486.96,April,2012
12,2012-04-27,1004252.38,April,2012
12,2012-05-04,1073433.69,May,2012
12,2012-05-11,1041995.22,May,2012
12,2012-05-18,1020486.05,May,2012
12,2012-05-25,991514.21,May,2012
12,2012-06-01,981345.2,June,2012
12,2012-06-08,1086231.47,June,2012
12,2012-06-15,1019555.51,June,2012
12,2012-06-22,981386.25,June,2012
12,2012-06-29,943124.74,June,2012
12,2012-07-06,1014898.78,July,2012
12,2012-07-13,960312.75,July,2012
12,2012-07-20,941550.34,July,2012
12,2012-07-27,916967.92,July,2012
12,2012-08-03,958667.23,August,2012
12,2012-08-10,984689.9,August,2012
12,2012-08-17,1005003.12,August,2012
12,2012-08-24,1048101.39,August,2012
12,2012-08-31,1061943.49,August,2012
12,2012-09-07,955146.04,September,2012
12,2012-09-14,885892.37,September,2012
12,2012-09-21,922735.37,September,2012
12,2012-09-28,880415.67,September,2012
12,2012-10-05,979825.92,October,2012
12,2012-10-12,934917.47,October,2012
12,2012-10-19,960945.43,October,2012
12,2012-10-26,974697.6,October,2012
13,2010-02-05,1967220.53,February,2010
13,2010-02-12,2030933.46,February,2010
13,2010-02-19,1970274.64,February,2010
13,2010-02-26,1817850.32,February,2010
13,2010-03-05,1939980.43,March,2010
13,2010-03-12,1840686.94,March,2010
13,2010-03-19,1879794.89,March,2010
13,2010-03-26,1882095.98,March,2010
13,2010-04-02,2142482.14,April,2010
13,2010-04-09,1898321.33,April,2010
13,2010-04-16,1819660.44,April,2010
13,2010-04-23,1909330.77,April,2010
13,2010-04-30,1785823.37,April,2010
13,2010-05-07,2005478.46,May,2010
13,2010-05-14,1890273.44,May,2010
13,2010-05-21,1853657.6,May,2010
13,2010-05-28,1877358.86,May,2010
13,2010-06-04,2022705.22,June,2010
13,2010-06-11,2037880.96,June,2010
13,2010-06-18,2003435.31,June,2010
13,2010-06-25,1970340.25,June,2010
13,2010-07-02,2018314.71,July,2010
13,2010-07-09,1870843.9,July,2010
13,2010-07-16,1932231.05,July,2010
13,2010-07-23,1907351.2,July,2010
13,2010-07-30,1817887.23,July,2010
13,2010-08-06,1969121.45,August,2010
13,2010-08-13,1877592.55,August,2010
13,2010-08-20,1997397.63,August,2010
13,2010-08-27,1908278.27,August,2010
13,2010-09-03,1911852.58,September,2010
13,2010-09-10,1772143.94,September,2010
13,2010-09-17,1790279.74,September,2010
13,2010-09-24,1705655.09,September,2010
13,2010-10-01,1765584.48,October,2010
13,2010-10-08,1871924.07,October,2010
13,2010-10-15,1851431.06,October,2010
13,2010-10-22,1796949.59,October,2010
13,2010-10-29,1887895.07,October,2010
13,2010-11-05,1854967.66,November,2010
13,2010-11-12,1939964.63,November,2010
13,2010-11-19,1925393.91,November,2010
13,2010-11-26,2766400.05,November,2010
13,2010-12-03,2083379.89,December,2010
13,2010-12-10,2461468.35,December,2010
13,2010-12-17,2771646.81,December,2010
13,2010-12-24,3595903.2,December,2010
13,2010-12-31,1675292.0,December,2010
13,2011-01-07,1744544.39,January,2011
13,2011-01-14,1682316.31,January,2011
13,2011-01-21,1770177.37,January,2011
13,2011-01-28,1633663.12,January,2011
13,2011-02-04,1848186.58,February,2011
13,2011-02-11,1944438.9,February,2011
13,2011-02-18,2003480.59,February,2011
13,2011-02-25,1831933.95,February,2011
13,2011-03-04,1894960.68,March,2011
13,2011-03-11,1852432.58,March,2011
13,2011-03-18,1852443.78,March,2011
13,2011-03-25,1807545.43,March,2011
13,2011-04-01,1864238.64,April,2011
13,2011-04-08,1887465.04,April,2011
13,2011-04-15,1950994.04,April,2011
13,2011-04-22,2124316.34,April,2011
13,2011-04-29,1895583.12,April,2011
13,2011-05-06,1986380.4,May,2011
13,2011-05-13,1958823.56,May,2011
13,2011-05-20,1860923.55,May,2011
13,2011-05-27,1866369.93,May,2011
13,2011-06-03,1935593.87,June,2011
13,2011-06-10,1997816.98,June,2011
13,2011-06-17,2086433.49,June,2011
13,2011-06-24,2009163.08,June,2011
13,2011-07-01,2048035.74,July,2011
13,2011-07-08,2021699.38,July,2011
13,2011-07-15,1956813.31,July,2011
13,2011-07-22,1987089.36,July,2011
13,2011-07-29,1880785.69,July,2011
13,2011-08-05,2076231.8,August,2011
13,2011-08-12,1970341.38,August,2011
13,2011-08-19,2090340.98,August,2011
13,2011-08-26,2035244.54,August,2011
13,2011-09-02,1953628.82,September,2011
13,2011-09-09,1872921.31,September,2011
13,2011-09-16,1923223.82,September,2011
13,2011-09-23,1847430.96,September,2011
13,2011-09-30,1835662.69,September,2011
13,2011-10-07,2067232.56,October,2011
13,2011-10-14,1929659.07,October,2011
13,2011-10-21,1973544.27,October,2011
13,2011-10-28,1948733.81,October,2011
13,2011-11-04,2036317.54,November,2011
13,2011-11-11,2111592.09,November,2011
13,2011-11-18,2016323.51,November,2011
13,2011-11-25,2864170.61,November,2011
13,2011-12-02,2051315.66,December,2011
13,2011-12-09,2462779.06,December,2011
13,2011-12-16,2760346.71,December,2011
13,2011-12-23,3556766.03,December,2011
13,2011-12-30,1969056.91,December,2011
13,2012-01-06,1865752.78,January,2012
13,2012-01-13,1794962.64,January,2012
13,2012-01-20,1811606.21,January,2012
13,2012-01-27,1733983.09,January,2012
13,2012-02-03,1927780.74,February,2012
13,2012-02-10,2069284.57,February,2012
13,2012-02-17,2214477.06,February,2012
13,2012-02-24,1929768.03,February,2012
13,2012-03-02,1969742.76,March,2012
13,2012-03-09,1986445.65,March,2012
13,2012-03-16,2025582.62,March,2012
13,2012-03-23,1904421.74,March,2012
13,2012-03-30,1948982.7,March,2012
13,2012-04-06,2271614.76,April,2012
13,2012-04-13,2057637.86,April,2012
13,2012-04-20,1955689.12,April,2012
13,2012-04-27,1970121.65,April,2012
13,2012-05-04,1995994.51,May,2012
13,2012-05-11,2080764.17,May,2012
13,2012-05-18,2131900.55,May,2012
13,2012-05-25,2043349.41,May,2012
13,2012-06-01,2035431.39,June,2012
13,2012-06-08,2182437.9,June,2012
13,2012-06-15,2152229.11,June,2012
13,2012-06-22,2094373.0,June,2012
13,2012-06-29,2037663.71,June,2012
13,2012-07-06,2184980.35,July,2012
13,2012-07-13,2002750.99,July,2012
13,2012-07-20,2053089.32,July,2012
13,2012-07-27,1914430.53,July,2012
13,2012-08-03,2044148.23,August,2012
13,2012-08-10,2041019.92,August,2012
13,2012-08-17,2095769.18,August,2012
13,2012-08-24,2059458.25,August,2012
13,2012-08-31,2073855.42,August,2012
13,2012-09-07,2165796.31,September,2012
13,2012-09-14,1919917.03,September,2012
13,2012-09-21,1938379.66,September,2012
13,2012-09-28,1927664.11,September,2012
13,2012-10-05,2041918.74,October,2012
13,2012-10-12,1999079.44,October,2012
13,2012-10-19,2018010.15,October,2012
13,2012-10-26,2035189.66,October,2012
14,2010-02-05,2623469.95,February,2010
14,2010-02-12,1704218.84,February,2010
14,2010-02-19,2204556.7,February,2010
14,2010-02-26,2095591.63,February,2010
14,2010-03-05,2237544.75,March,2010
14,2010-03-12,2156035.06,March,2010
14,2010-03-19,2066219.3,March,2010
14,2010-03-26,2050396.27,March,2010
14,2010-04-02,2495630.51,April,2010
14,2010-04-09,2258781.28,April,2010
14,2010-04-16,2121788.61,April,2010
14,2010-04-23,2138144.91,April,2010
14,2010-04-30,2082355.12,April,2010
14,2010-05-07,2370116.52,May,2010
14,2010-05-14,2129771.13,May,2010
14,2010-05-21,2108187.1,May,2010
14,2010-05-28,2227152.16,May,2010
14,2010-06-04,2363601.47,June,2010
14,2010-06-11,2249570.04,June,2010
14,2010-06-18,2248645.59,June,2010
14,2010-06-25,2246179.91,June,2010
14,2010-07-02,2334788.42,July,2010
14,2010-07-09,2236209.13,July,2010
14,2010-07-16,2130287.27,July,2010
14,2010-07-23,2044155.39,July,2010
14,2010-07-30,2054843.28,July,2010
14,2010-08-06,2219813.5,August,2010
14,2010-08-13,2052984.81,August,2010
14,2010-08-20,2057138.31,August,2010
14,2010-08-27,2020332.07,August,2010
14,2010-09-03,2182563.66,September,2010
14,2010-09-10,2191767.76,September,2010
14,2010-09-17,1953539.85,September,2010
14,2010-09-24,1879891.13,September,2010
14,2010-10-01,1855703.66,October,2010
14,2010-10-08,2091663.2,October,2010
14,2010-10-15,1932162.63,October,2010
14,2010-10-22,1936621.09,October,2010
14,2010-10-29,1984768.34,October,2010
14,2010-11-05,2078417.47,November,2010
14,2010-11-12,2092189.06,November,2010
14,2010-11-19,1968462.58,November,2010
14,2010-11-26,2921709.71,November,2010
14,2010-12-03,2258489.63,December,2010
14,2010-12-10,2600519.26,December,2010
14,2010-12-17,2762861.41,December,2010
14,2010-12-24,3818686.45,December,2010
14,2010-12-31,1623716.46,December,2010
14,2011-01-07,1864746.1,January,2011
14,2011-01-14,1699095.9,January,2011
14,2011-01-21,1743188.87,January,2011
14,2011-01-28,1613718.38,January,2011
14,2011-02-04,1995891.87,February,2011
14,2011-02-11,1980405.03,February,2011
14,2011-02-18,2019031.67,February,2011
14,2011-02-25,1875708.88,February,2011
14,2011-03-04,2041215.61,March,2011
14,2011-03-11,1931104.67,March,2011
14,2011-03-18,1932491.42,March,2011
14,2011-03-25,1879451.23,March,2011
14,2011-04-01,1869110.55,April,2011
14,2011-04-08,2037798.88,April,2011
14,2011-04-15,1974960.86,April,2011
14,2011-04-22,2256461.39,April,2011
14,2011-04-29,1930617.64,April,2011
14,2011-05-06,2095599.93,May,2011
14,2011-05-13,2004330.3,May,2011
14,2011-05-20,1959967.8,May,2011
14,2011-05-27,2080694.24,May,2011
14,2011-06-03,2079899.47,June,2011
14,2011-06-10,2132446.0,June,2011
14,2011-06-17,2082083.34,June,2011
14,2011-06-24,2069523.52,June,2011
14,2011-07-01,2074668.19,July,2011
14,2011-07-08,2063401.06,July,2011
14,2011-07-15,1953544.76,July,2011
14,2011-07-22,1882070.88,July,2011
14,2011-07-29,1871021.01,July,2011
14,2011-08-05,2066020.69,August,2011
14,2011-08-12,1928773.82,August,2011
14,2011-08-19,1896873.99,August,2011
14,2011-08-26,2273470.62,August,2011
14,2011-09-02,1750891.47,September,2011
14,2011-09-09,2202742.9,September,2011
14,2011-09-16,1864637.89,September,2011
14,2011-09-23,1871555.64,September,2011
14,2011-09-30,1809989.29,September,2011
14,2011-10-07,2078796.76,October,2011
14,2011-10-14,1890870.75,October,2011
14,2011-10-21,2009004.59,October,2011
14,2011-10-28,2056846.12,October,2011
14,2011-11-04,2174056.71,November,2011
14,2011-11-11,2081534.65,November,2011
14,2011-11-18,1969360.72,November,2011
14,2011-11-25,2685351.81,November,2011
14,2011-12-02,2143080.57,December,2011
14,2011-12-09,2470581.29,December,2011
14,2011-12-16,2594363.09,December,2011
14,2011-12-23,3369068.99,December,2011
14,2011-12-30,1914148.89,December,2011
14,2012-01-06,1859144.96,January,2012
14,2012-01-13,1696248.27,January,2012
14,2012-01-20,1789113.32,January,2012
14,2012-01-27,1595362.27,January,2012
14,2012-02-03,1877410.36,February,2012
14,2012-02-10,2077256.24,February,2012
14,2012-02-17,2020550.99,February,2012
14,2012-02-24,1875040.16,February,2012
14,2012-03-02,1926004.99,March,2012
14,2012-03-09,2020839.31,March,2012
14,2012-03-16,1941040.5,March,2012
14,2012-03-23,1893447.71,March,2012
14,2012-03-30,1905033.01,March,2012
14,2012-04-06,2376022.26,April,2012
14,2012-04-13,1912909.69,April,2012
14,2012-04-20,1875686.44,April,2012
14,2012-04-27,1784029.95,April,2012
14,2012-05-04,1949354.29,May,2012
14,2012-05-11,1987531.05,May,2012
14,2012-05-18,1932233.17,May,2012
14,2012-05-25,2030869.61,May,2012
14,2012-06-01,2049485.49,June,2012
14,2012-06-08,2099615.88,June,2012
14,2012-06-15,1905733.68,June,2012
14,2012-06-22,1660228.88,June,2012
14,2012-06-29,1591835.02,June,2012
14,2012-07-06,1862128.95,July,2012
14,2012-07-13,1544422.35,July,2012
14,2012-07-20,1553250.16,July,2012
14,2012-07-27,1479514.66,July,2012
14,2012-08-03,1656886.46,August,2012
14,2012-08-10,1648570.03,August,2012
14,2012-08-17,1660433.3,August,2012
14,2012-08-24,1621841.33,August,2012
14,2012-08-31,1613342.19,August,2012
14,2012-09-07,1904512.34,September,2012
14,2012-09-14,1554794.22,September,2012
14,2012-09-21,1565352.46,September,2012
14,2012-09-28,1522512.2,September,2012
14,2012-10-05,1687592.16,October,2012
14,2012-10-12,1639585.61,October,2012
14,2012-10-19,1590274.72,October,2012
14,2012-10-26,1704357.62,October,2012
15,2010-02-05,652122.44,February,2010
15,2010-02-12,682447.1,February,2010
15,2010-02-19,660838.75,February,2010
15,2010-02-26,564883.2,February,2010
15,2010-03-05,605325.43,March,2010
15,2010-03-12,604173.59,March,2010
15,2010-03-19,593710.67,March,2010
15,2010-03-26,592111.49,March,2010
15,2010-04-02,718470.71,April,2010
15,2010-04-09,634605.77,April,2010
15,2010-04-16,641208.65,April,2010
15,2010-04-23,643097.6,April,2010
15,2010-04-30,570791.11,April,2010
15,2010-05-07,661348.88,May,2010
15,2010-05-14,594385.2,May,2010
15,2010-05-21,616598.1,May,2010
15,2010-05-28,744772.88,May,2010
15,2010-06-04,693192.5,June,2010
15,2010-06-11,619337.29,June,2010
15,2010-06-18,652329.53,June,2010
15,2010-06-25,672194.03,June,2010
15,2010-07-02,709337.11,July,2010
15,2010-07-09,691497.62,July,2010
15,2010-07-16,633203.69,July,2010
15,2010-07-23,598553.43,July,2010
15,2010-07-30,619224.06,July,2010
15,2010-08-06,639651.24,August,2010
15,2010-08-13,622437.08,August,2010
15,2010-08-20,637090.44,August,2010
15,2010-08-27,649791.15,August,2010
15,2010-09-03,638647.21,September,2010
15,2010-09-10,641965.2,September,2010
15,2010-09-17,583210.87,September,2010
15,2010-09-24,548542.47,September,2010
15,2010-10-01,566945.95,October,2010
15,2010-10-08,591603.79,October,2010
15,2010-10-15,577011.26,October,2010
15,2010-10-22,600395.73,October,2010
15,2010-10-29,598301.5,October,2010
15,2010-11-05,612987.64,November,2010
15,2010-11-12,619639.74,November,2010
15,2010-11-19,608200.81,November,2010
15,2010-11-26,1120018.92,November,2010
15,2010-12-03,754134.95,December,2010
15,2010-12-10,847294.04,December,2010
15,2010-12-17,983825.15,December,2010
15,2010-12-24,1368318.17,December,2010
15,2010-12-31,543754.17,December,2010
15,2011-01-07,509640.77,January,2011
15,2011-01-14,479424.2,January,2011
15,2011-01-21,487311.03,January,2011
15,2011-01-28,481119.6,January,2011
15,2011-02-04,556550.85,February,2011
15,2011-02-11,582864.35,February,2011
15,2011-02-18,649993.5,February,2011
15,2011-02-25,547564.09,February,2011
15,2011-03-04,573374.49,March,2011
15,2011-03-11,537035.28,March,2011
15,2011-03-18,551553.99,March,2011
15,2011-03-25,527389.28,March,2011
15,2011-04-01,542556.05,April,2011
15,2011-04-08,587370.81,April,2011
15,2011-04-15,607691.36,April,2011
15,2011-04-22,655318.26,April,2011
15,2011-04-29,560764.41,April,2011
15,2011-05-06,630522.67,May,2011
15,2011-05-13,630482.91,May,2011
15,2011-05-20,593941.9,May,2011
15,2011-05-27,636193.24,May,2011
15,2011-06-03,695396.19,June,2011
15,2011-06-10,642679.81,June,2011
